time,x,y,z,vx,vy,vz
86.68,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.7,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.72,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.74,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.76,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.78,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.8,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.82,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.84,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.86,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.88,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.9,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.92,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.94,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.96,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
86.98,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.0,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.02,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.04,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.06,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.08,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.1,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.12,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.14,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.16,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.18,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.2,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.22,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.24,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.26,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.28,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.3,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.32,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.34,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.36,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.38,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.4,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.42,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.44,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.46,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.48,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.5,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.52,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.54,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.56,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.58,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.6,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.62,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.64,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.66,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.68,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.7,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.72,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.74,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.76,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.78,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.8,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.82,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.84,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.86,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.88,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.9,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.92,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.94,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.96,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
87.98,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.0,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.02,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.04,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.06,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.08,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.1,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.12,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.14,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.16,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.18,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.2,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.22,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.24,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.26,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.28,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.3,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.32,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.34,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.36,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.38,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.4,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.42,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.44,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.46,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.48,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.5,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.52,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.54,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.56,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.58,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.6,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.62,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.64,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.66,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.68,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.7,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.72,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.74,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.76,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.78,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.8,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.82,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.84,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.86,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.88,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.9,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.92,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.94,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.96,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
88.98,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.0,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.02,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.04,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.06,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.08,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.1,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.12,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.14,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.16,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.18,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.2,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.22,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.24,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.26,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.28,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.3,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.32,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.34,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.36,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.38,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.4,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.42,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.44,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.46,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.48,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.5,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.52,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.54,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.56,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.58,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.6,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.62,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.64,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.66,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.68,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.7,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.72,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.74,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.76,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.78,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.8,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.82,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.84,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.86,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.88,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.9,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.92,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.94,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.96,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
89.98,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.0,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.02,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.04,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.06,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.08,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.1,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.12,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.14,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.16,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.18,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.2,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.22,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.24,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.26,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.28,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.3,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.32,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.34,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.36,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.38,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.4,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.42,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.44,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.46,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.48,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.5,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.52,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.54,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.56,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.58,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.6,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.62,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.64,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.66,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.68,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.7,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.72,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.74,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.76,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.78,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.8,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.82,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.84,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.86,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.88,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.9,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.92,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.94,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.96,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
90.98,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.0,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.02,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.04,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.06,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.08,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.1,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.12,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.14,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.16,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.18,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.2,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.22,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.24,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.26,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.28,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.3,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.32,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.34,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.36,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.38,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.4,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.42,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.44,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.46,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.48,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.5,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.52,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.54,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.56,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.58,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.6,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.62,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.64,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.66,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.68,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.7,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.72,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.74,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.76,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.78,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.8,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.82,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.84,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.86,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.88,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.9,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.92,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.94,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.96,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
91.98,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.0,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.02,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.04,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.06,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.08,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.1,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.12,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.14,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.16,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.18,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.2,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.22,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.24,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.26,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.28,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.3,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.32,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.34,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
92.36,422680.2680543722,-5362858.330569131,3415495.9197316472,1e-323,-1e-323,-1.5e-323
